LeadID,Age,Gender,Province,EmploymentStatus,MaritalStatus,InitialProductInterest,LeadSource,FirstContactChannel,Predicted_CLTV,CLTV_Score_Normalized,Lead_Priority
Lead_647,41,Male,Ontario,Full-time,Married,Investment,Partnership,Call,2698.6268285312763,0.15522319881293659,Low Priority
Lead_648,51,Female,Nova Scotia,Unemployed,Married,Credit Card,Online Ad,Website,3558.612705914205,0.20468900764949208,Low Priority
Lead_649,40,Female,Ontario,Part-time,Single,Chequing Account,Social Media,Website,2605.8968167194544,0.14988943094728982,Very Low Priority
Lead_650,51,Male,British Columbia,Student,Single,Chequing Account,Referral,Email,2418.9008730838987,0.13913355013069245,Very Low Priority
Lead_651,51,Male,Manitoba,Full-time,Divorced,Investment,Online Ad,Website,1794.769083575769,0.10323390968243494,Very Low Priority
Lead_652,48,Male,Manitoba,Part-time,Single,Investment,Partnership,Email,1879.9172255807146,0.10813157349991767,Very Low Priority
Lead_653,47,Female,Ontario,Student,Married,Credit Card,Social Media,Email,1793.925565214514,0.10318539107404229,Very Low Priority
Lead_654,48,Male,British Columbia,Full-time,Single,Credit Card,Branch Walk-in,Branch,2527.9526592009206,0.1454061354686812,Very Low Priority
Lead_655,46,Female,Quebec,Full-time,Single,Mortgage,Referral,Website,3018.983457479167,0.17364989648765153,Low Priority
Lead_656,51,Female,British Columbia,Full-time,Married,Mortgage,Partnership,Call,2065.429817539802,0.1188021329264838,Very Low Priority
Lead_657,40,Male,Ontario,Full-time,Single,Investment,Branch Walk-in,Call,2949.149492845986,0.1696330938450826,Low Priority
Lead_658,43,Female,Ontario,Student,Single,Mortgage,Social Media,Email,2854.085952883822,0.16416510301085543,Low Priority
Lead_659,36,Female,Quebec,Full-time,Married,Credit Card,Online Ad,Call,1639.402116987095,0.09429730633706539,Very Low Priority
Lead_660,49,Female,Nova Scotia,Part-time,Widowed,Credit Card,Branch Walk-in,Email,1178.774494579698,0.06780231553072723,Very Low Priority
Lead_661,50,Male,Manitoba,Full-time,Married,Chequing Account,Referral,Website,2882.8581137900896,0.16582005834051178,Low Priority
Lead_662,49,Female,Alberta,Full-time,Divorced,Mortgage,Online Ad,Call,2994.3852412073848,0.17223502364401477,Low Priority
Lead_663,50,Female,Alberta,Full-time,Married,Credit Card,Branch Walk-in,Website,2910.492345870089,0.16740956076998667,Low Priority
Lead_664,39,Female,Quebec,Full-time,Single,Mortgage,Referral,Email,2557.8996858087985,0.14712866828272753,Very Low Priority
Lead_665,45,Female,Manitoba,Full-time,Married,Credit Card,Online Ad,Call,3945.3402840833505,0.22693331765113298,Low Priority
Lead_666,37,Male,British Columbia,Part-time,Married,Credit Card,Branch Walk-in,Call,1779.6091242273774,0.10236191902442605,Very Low Priority
Lead_667,56,Male,Ontario,Full-time,Single,Chequing Account,Referral,Website,13680.743972690156,0.7869071852137175,Very High Priority
Lead_668,61,Male,Quebec,Full-time,Single,Mortgage,Referral,Call,16382.343188759316,0.9423013537572089,Very High Priority
Lead_669,66,Male,Ontario,Full-time,Married,Investment,Social Media,Call,5242.277827250778,0.30153229220464856,Lower-Medium Priority
Lead_670,64,Female,Alberta,Full-time,Married,Credit Card,Partnership,Website,11755.163663025089,0.6761491018517102,High Priority
Lead_671,65,Female,Ontario,Student,Married,Chequing Account,Partnership,Website,12630.887719423876,0.726520160152365,High Priority
Lead_672,56,Male,Ontario,Full-time,Married,Investment,Social Media,Website,16490.27601847811,0.9485095774763074,Very High Priority
Lead_673,52,Male,British Columbia,Full-time,Single,Chequing Account,Branch Walk-in,Email,4371.1192204636045,0.2514238354927875,Low Priority
Lead_674,64,Female,Nova Scotia,Part-time,Married,Mortgage,Referral,Website,8604.614137149032,0.494931613663015,Medium Priority
Lead_675,54,Female,British Columbia,Full-time,Married,Credit Card,Partnership,Website,8992.839529833069,0.5172620769474188,Medium Priority
Lead_676,54,Male,Quebec,Full-time,Married,Chequing Account,Referral,Website,4787.270327857529,0.2753605670913492,Low Priority
Lead_677,57,Female,Alberta,Full-time,Married,Mortgage,Online Ad,Website,5197.969136487478,0.29898368613478454,Low Priority
Lead_678,61,Male,Ontario,Student,Divorced,Chequing Account,Referral,Call,17385.460737627625,1.0,Very High Priority
Lead_679,60,Male,Ontario,Full-time,Single,Credit Card,Referral,Call,13191.488548041962,0.7587655424909975,Very High Priority
Lead_680,58,Male,Ontario,Full-time,Single,Credit Card,Branch Walk-in,Branch,10415.14982922341,0.5990724080542621,Medium Priority
Lead_681,61,Female,British Columbia,Full-time,Single,Chequing Account,Partnership,Website,5362.735247796865,0.30846092195820923,Lower-Medium Priority
Lead_682,59,Female,Ontario,Unemployed,Single,Credit Card,Online Ad,Email,9620.957790045179,0.5533910165073963,Medium Priority
Lead_683,65,Male,Ontario,Full-time,Divorced,Mortgage,Partnership,Email,12008.737397654335,0.690734492394765,High Priority
Lead_684,54,Female,Ontario,Part-time,Single,Mortgage,Online Ad,Call,10392.221228735065,0.5977535703867207,Medium Priority
Lead_685,66,Female,Nova Scotia,Full-time,Single,Mortgage,Referral,Call,16108.24028092733,0.9265351389890987,Very High Priority
Lead_686,62,Male,Ontario,Unemployed,Married,Credit Card,Branch Walk-in,Email,14858.390500022095,0.8546446208275543,Very High Priority
Lead_687,55,Female,Ontario,Student,Married,Credit Card,Referral,Call,17172.23621336868,0.9877354688796104,Very High Priority
Lead_688,67,Male,Quebec,Self-employed,Single,Mortgage,Partnership,Email,13790.538186377009,0.7932224744858174,Very High Priority
Lead_689,67,Female,Manitoba,Part-time,Single,Credit Card,Social Media,Call,7941.111836665459,0.45676740792255144,Medium Priority
Lead_690,54,Female,Ontario,Part-time,Single,Investment,Online Ad,Branch,14330.16375100589,0.8242613737576072,Very High Priority
Lead_691,63,Female,Alberta,Part-time,Married,Credit Card,Online Ad,Email,17385.460737627625,1.0,Very High Priority
Lead_692,62,Female,Ontario,Full-time,Divorced,Chequing Account,Partnership,Branch,10513.22455615206,0.6047136003360626,High Priority
Lead_693,65,Male,Alberta,Full-time,Married,Credit Card,Social Media,Website,16001.9819249711,0.9204232298737852,Very High Priority
Lead_694,55,Female,Quebec,Self-employed,Widowed,Mortgage,Referral,Email,7917.557389092078,0.45541257195191753,Medium Priority
Lead_695,68,Female,Ontario,Full-time,Single,Mortgage,Branch Walk-in,Email,11289.631978384894,0.6493720326865176,High Priority
Lead_696,53,Female,Quebec,Full-time,Single,Mortgage,Branch Walk-in,Branch,8139.096622000709,0.4681553595174579,Medium Priority
Lead_697,53,Male,Ontario,Full-time,Single,Credit Card,Referral,Call,16751.053472599782,0.9635093211159607,Very High Priority
Lead_698,67,Female,Quebec,Self-employed,Single,Mortgage,Social Media,Website,15570.406816885856,0.8955993201368877,Very High Priority
Lead_699,64,Female,Ontario,Self-employed,Married,Mortgage,Branch Walk-in,Branch,6907.40049576189,0.3973090273536493,Lower-Medium Priority
Lead_700,68,Male,British Columbia,Full-time,Married,Chequing Account,Referral,Branch,11029.771119418314,0.6344250109832527,High Priority
Lead_701,66,Male,Alberta,Part-time,Married,Mortgage,Online Ad,Website,11110.990824524384,0.6390967137544242,High Priority
Lead_702,52,Male,Ontario,Unemployed,Married,Investment,Branch Walk-in,Branch,9881.152082312266,0.5683572170696825,Medium Priority
Lead_703,60,Female,British Columbia,Self-employed,Single,Investment,Online Ad,Call,5067.779859363767,0.29149528654109763,Low Priority
Lead_704,58,Male,Quebec,Unemployed,Single,Credit Card,Referral,Branch,5980.836971513831,0.344013717080814,Lower-Medium Priority
Lead_705,60,Female,Ontario,Full-time,Single,Credit Card,Referral,Email,13779.98160804055,0.7926152672052182,Very High Priority
Lead_706,68,Other,Alberta,Part-time,Married,Mortgage,Referral,Email,5998.629120528708,0.34503710951679184,Lower-Medium Priority
Lead_707,59,Male,Manitoba,Full-time,Single,Chequing Account,Referral,Website,9706.20114161199,0.5582941567147948,Medium Priority
Lead_708,62,Female,Manitoba,Part-time,Single,Chequing Account,Referral,Email,9387.437065231848,0.5399590615918778,Medium Priority
Lead_709,53,Male,Ontario,Full-time,Married,Credit Card,Branch Walk-in,Website,4624.501307352939,0.265998202586835,Low Priority
Lead_710,57,Male,Alberta,Student,Married,Mortgage,Partnership,Branch,14051.428778008598,0.8082287257188917,Very High Priority
Lead_711,54,Male,British Columbia,Student,Married,Chequing Account,Partnership,Website,10358.553149468615,0.5958170051282815,Medium Priority
Lead_712,58,Male,Quebec,Full-time,Single,Chequing Account,Branch Walk-in,Website,5662.849780220014,0.3257233078651645,Lower-Medium Priority
Lead_713,62,Male,Quebec,Part-time,Married,Investment,Branch Walk-in,Branch,16816.80674025199,0.9672914048147778,Very High Priority
Lead_714,65,Male,British Columbia,Full-time,Divorced,Mortgage,Online Ad,Branch,12642.966803108506,0.7272149409158386,High Priority
Lead_715,57,Male,Nova Scotia,Self-employed,Single,Investment,Referral,Website,4679.9889591545025,0.269189814971399,Low Priority
Lead_716,61,Female,Ontario,Part-time,Single,Credit Card,Referral,Email,5111.554213519079,0.29401315792891597,Low Priority
Lead_717,58,Female,Quebec,Unemployed,Married,Credit Card,Branch Walk-in,Email,9698.10205640882,0.557828302785158,Medium Priority
Lead_718,58,Male,Ontario,Full-time,Divorced,Chequing Account,Referral,Email,5842.175921982753,0.3360380268403494,Lower-Medium Priority
Lead_719,64,Male,British Columbia,Full-time,Single,Credit Card,Referral,Website,15681.197563847756,0.9019719293322319,Very High Priority
Lead_720,53,Female,British Columbia,Part-time,Divorced,Chequing Account,Partnership,Email,8753.168637472521,0.5034763685340764,Medium Priority
Lead_721,56,Female,Quebec,Full-time,Single,Credit Card,Referral,Email,10675.159658811759,0.6140279984474236,High Priority
Lead_722,52,Male,Quebec,Full-time,Married,Credit Card,Online Ad,Email,5553.962197449968,0.31946016739317357,Lower-Medium Priority
Lead_723,67,Male,Manitoba,Unemployed,Married,Mortgage,Branch Walk-in,Website,4546.191815506451,0.261493893323578,Low Priority
Lead_724,59,Male,British Columbia,Full-time,Divorced,Investment,Referral,Email,4993.806356568733,0.28724038044965694,Low Priority
Lead_725,60,Male,Ontario,Self-employed,Single,Credit Card,Online Ad,Email,12336.550414213923,0.7095900764662356,High Priority
Lead_726,68,Other,Ontario,Full-time,Single,Chequing Account,Referral,Website,9627.214887101276,0.5537509205186,Medium Priority
Lead_727,66,Other,Nova Scotia,Full-time,Divorced,Mortgage,Referral,Email,5268.635669314352,0.30304837753947816,Lower-Medium Priority
Lead_728,54,Female,Ontario,Full-time,Married,Credit Card,Online Ad,Email,7996.461573733428,0.4599510875444653,Medium Priority
Lead_729,66,Male,Ontario,Student,Single,Mortgage,Online Ad,Email,8580.061258797268,0.49351934862602215,Medium Priority
Lead_730,63,Male,British Columbia,Student,Married,Chequing Account,Partnership,Website,17104.47620806302,0.9838379589816412,Very High Priority
Lead_731,53,Female,Quebec,Unemployed,Married,Chequing Account,Partnership,Branch,17153.98562380413,0.9866857072517778,Very High Priority
Lead_732,67,Female,Ontario,Full-time,Single,Mortgage,Online Ad,Call,8685.191032084653,0.49956634242583847,Medium Priority
Lead_733,57,Female,Manitoba,Part-time,Single,Credit Card,Branch Walk-in,Email,14984.755578728436,0.8619130551022266,Very High Priority
Lead_734,62,Male,British Columbia,Full-time,Married,Mortgage,Online Ad,Website,6812.755086382708,0.3918650871091242,Lower-Medium Priority
Lead_735,56,Other,Alberta,Unemployed,Single,Chequing Account,Partnership,Email,10253.269306781569,0.5897611493602961,Medium Priority
Lead_736,56,Male,Quebec,Full-time,Divorced,Chequing Account,Online Ad,Email,17385.460737627625,1.0,Very High Priority
Lead_737,60,Male,Manitoba,Full-time,Married,Mortgage,Partnership,Website,9397.94693370017,0.5405635821523007,Medium Priority
Lead_738,56,Male,Ontario,Part-time,Single,Credit Card,Partnership,Email,14819.669359465517,0.8524174068847697,Very High Priority
Lead_739,66,Male,Ontario,Student,Married,Mortgage,Online Ad,Website,13801.304109768316,0.7938417231530677,Very High Priority
Lead_740,56,Male,Quebec,Full-time,Married,Mortgage,Social Media,Email,9614.199441016946,0.5530022808201329,Medium Priority
Lead_741,55,Male,Manitoba,Self-employed,Married,Investment,Social Media,Email,13996.969021577968,0.8050962371842184,Very High Priority
Lead_742,55,Female,Ontario,Student,Married,Investment,Social Media,Email,5231.272840258899,0.30089929275999994,Lower-Medium Priority
Lead_743,64,Female,Ontario,Full-time,Married,Credit Card,Branch Walk-in,Website,5826.228148106555,0.33512072162095524,Lower-Medium Priority
Lead_744,59,Male,Ontario,Part-time,Single,Investment,Branch Walk-in,Website,14964.951581481344,0.860773942510046,Very High Priority
Lead_745,61,Male,Alberta,Unemployed,Single,Chequing Account,Partnership,Branch,13181.892777900055,0.7582136002510579,Very High Priority
Lead_746,61,Male,Quebec,Part-time,Married,Chequing Account,Referral,Call,14043.305460933294,0.8077614779882795,Very High Priority
Lead_747,52,Male,Quebec,Full-time,Single,Chequing Account,Referral,Branch,10548.903022087814,0.6067658016825898,High Priority
Lead_748,67,Male,Ontario,Full-time,Married,Chequing Account,Branch Walk-in,Website,7141.3994396703565,0.41076848910964514,Lower-Medium Priority
Lead_749,55,Male,Ontario,Part-time,Divorced,Chequing Account,Branch Walk-in,Website,11858.536432956273,0.6820950340010636,High Priority
Lead_750,59,Female,Alberta,Self-employed,Married,Chequing Account,Online Ad,Email,10887.372492397191,0.6262343378012111,High Priority
Lead_751,62,Male,British Columbia,Student,Married,Mortgage,Referral,Email,4405.2917309583945,0.25338941529596354,Low Priority
Lead_752,56,Female,British Columbia,Student,Married,Mortgage,Online Ad,Website,16595.11968354539,0.954540114523874,Very High Priority
Lead_753,62,Female,Quebec,Self-employed,Married,Investment,Branch Walk-in,Website,10358.553149468615,0.5958170051282815,Medium Priority
Lead_754,56,Male,Quebec,Part-time,Married,Mortgage,Online Ad,Website,9284.329627974255,0.5340283911993218,Medium Priority
Lead_755,58,Male,Ontario,Self-employed,Single,Credit Card,Online Ad,Email,11174.56570075982,0.6427534978451582,High Priority
Lead_756,54,Female,Ontario,Full-time,Single,Credit Card,Branch Walk-in,Call,5612.779899430138,0.32284332202265487,Lower-Medium Priority
Lead_757,64,Male,Manitoba,Full-time,Married,Chequing Account,Online Ad,Email,9560.688035243382,0.5499243407769479,Medium Priority
Lead_758,56,Female,Ontario,Full-time,Married,Mortgage,Social Media,Branch,8896.915662018482,0.5117446006341809,Medium Priority
Lead_759,63,Female,Quebec,Full-time,Married,Chequing Account,Referral,Website,13660.799472036882,0.785759990960182,Very High Priority
Lead_760,64,Male,British Columbia,Unemployed,Single,Investment,Referral,Email,17080.978072490394,0.9824863620393888,Very High Priority
Lead_761,53,Female,Quebec,Unemployed,Married,Chequing Account,Online Ad,Website,8273.612965476786,0.4758926490553153,Medium Priority
Lead_762,65,Female,British Columbia,Full-time,Single,Mortgage,Online Ad,Email,17159.592124759696,0.9870081894131757,Very High Priority
Lead_763,68,Male,British Columbia,Self-employed,Married,Investment,Referral,Email,13525.342283153062,0.7779685846277259,Very High Priority
Lead_764,57,Male,Ontario,Self-employed,Widowed,Chequing Account,Partnership,Email,6259.014359077046,0.3600142931806554,Lower-Medium Priority
Lead_765,53,Female,Alberta,Unknown,Married,Mortgage,Branch Walk-in,Branch,13004.907245826878,0.748033511569823,High Priority
Lead_766,60,Female,Quebec,Part-time,Divorced,Mortgage,Branch Walk-in,Email,4438.18117071816,0.255281193734057,Low Priority
Lead_767,68,Male,Ontario,Self-employed,Single,Credit Card,Partnership,Website,5478.314738917194,0.3151089764943871,Lower-Medium Priority
Lead_768,54,Female,British Columbia,Part-time,Single,Mortgage,Branch Walk-in,Email,8753.168637472521,0.5034763685340764,Medium Priority
Lead_769,56,Female,Quebec,Self-employed,Married,Chequing Account,Branch Walk-in,Email,6862.713288928808,0.39473864929421915,Lower-Medium Priority
Lead_770,57,Female,British Columbia,Full-time,Single,Chequing Account,Social Media,Website,11563.879427160313,0.6651465613524079,High Priority
Lead_771,55,Female,Quebec,Full-time,Single,Mortgage,Partnership,Email,15250.545468234892,0.8772011106514939,Very High Priority
Lead_772,67,Male,British Columbia,Full-time,Single,Mortgage,Branch Walk-in,Email,11422.500022462771,0.657014513152411,High Priority
Lead_773,56,Male,British Columbia,Full-time,Widowed,Mortgage,Branch Walk-in,Call,7030.303539542255,0.4043783277095705,Lower-Medium Priority
Lead_774,57,Female,British Columbia,Full-time,Single,Chequing Account,Online Ad,Website,12846.677406825465,0.7389322377301857,High Priority
Lead_775,55,Female,Ontario,Student,Single,Mortgage,Online Ad,Email,6459.589843401297,0.371551260037688,Lower-Medium Priority
Lead_776,55,Female,Ontario,Student,Married,Chequing Account,Branch Walk-in,Website,14050.752095321655,0.8081898033861934,Very High Priority
Lead_777,52,Female,Manitoba,Part-time,Married,Mortgage,Referral,Email,6875.442363794811,0.39547081711295595,Lower-Medium Priority
Lead_778,54,Female,Quebec,Part-time,Married,Chequing Account,Social Media,Website,14155.415831874532,0.8142099910667161,Very High Priority
Lead_779,56,Female,Quebec,Full-time,Single,Credit Card,Social Media,Email,9553.823074617549,0.5495294728623475,Medium Priority
Lead_780,68,Male,Ontario,Unknown,Married,Credit Card,Social Media,Email,9682.973132905974,0.5569580972880956,Medium Priority
Lead_781,53,Male,Ontario,Unemployed,Married,Chequing Account,Branch Walk-in,Website,12941.757454983392,0.744401178104722,High Priority
Lead_782,62,Female,Manitoba,Full-time,Single,Mortgage,Referral,Call,13689.600095722728,0.7874165834497623,Very High Priority
Lead_783,58,Female,Ontario,Self-employed,Single,Investment,Branch Walk-in,Call,9684.127014685744,0.557024467791425,Medium Priority
Lead_784,65,Male,Ontario,Unemployed,Married,Chequing Account,Branch Walk-in,Branch,6022.044979132232,0.3463839739431596,Lower-Medium Priority
Lead_785,65,Male,Quebec,Full-time,Married,Chequing Account,Branch Walk-in,Website,8422.824446457591,0.4844751930115916,Medium Priority
Lead_786,66,Female,Ontario,Full-time,Single,Mortgage,Social Media,Email,8237.297268765613,0.4738037946234868,Medium Priority
Lead_787,52,Female,Quebec,Unemployed,Single,Credit Card,Referral,Website,7064.556618156109,0.4063485417367271,Lower-Medium Priority
Lead_788,58,Male,Ontario,Full-time,Married,Investment,Branch Walk-in,Email,7601.8561875832,0.43725365133006705,Lower-Medium Priority
Lead_789,61,Male,Manitoba,Full-time,Married,Mortgage,Branch Walk-in,Email,14846.536385534018,0.8539627801408465,Very High Priority
Lead_790,56,Other,Nova Scotia,Part-time,Widowed,Mortgage,Online Ad,Call,11291.299543271163,0.6494679498963882,High Priority
Lead_791,63,Male,Quebec,Student,Single,Chequing Account,Branch Walk-in,Email,6398.879848289488,0.3680592619809202,Lower-Medium Priority
Lead_792,52,Female,Ontario,Part-time,Married,Chequing Account,Branch Walk-in,Call,6640.662065442178,0.3819664123752377,Lower-Medium Priority
Lead_793,62,Other,Alberta,Full-time,Single,Chequing Account,Social Media,Email,10152.569135085978,0.5839689432626087,Medium Priority
Lead_794,64,Female,Quebec,Part-time,Divorced,Chequing Account,Online Ad,Email,15465.016306109332,0.8895373288921906,Very High Priority
Lead_795,61,Male,Quebec,Part-time,Divorced,Credit Card,Social Media,Call,17385.460737627625,1.0,Very High Priority
Lead_796,67,Female,Quebec,Full-time,Divorced,Chequing Account,Branch Walk-in,Website,16168.25789600215,0.929987311812159,Very High Priority
Lead_797,66,Female,Nova Scotia,Full-time,Single,Credit Card,Branch Walk-in,Website,6582.324392812871,0.37861086871092486,Lower-Medium Priority
Lead_798,56,Female,Quebec,Unemployed,Married,Investment,Referral,Website,10836.395152385763,0.6233021555150611,High Priority
Lead_799,55,Male,Quebec,Part-time,Married,Mortgage,Social Media,Email,15821.570706317996,0.9100460980061991,Very High Priority
Lead_800,52,Female,British Columbia,Full-time,Single,Chequing Account,Partnership,Branch,6996.750549578561,0.40244838231036256,Lower-Medium Priority
Lead_801,67,Male,Alberta,Full-time,Single,Chequing Account,Branch Walk-in,Email,8820.528745890622,0.5073508766322318,Medium Priority
Lead_802,54,Female,British Columbia,Full-time,Widowed,Chequing Account,Online Ad,Email,14038.839757292224,0.8075046137205754,Very High Priority
Lead_803,53,Male,Alberta,Student,Single,Investment,Partnership,Branch,16667.455450592017,0.9587008191573768,Very High Priority
Lead_804,68,Male,Quebec,Student,Divorced,Mortgage,Partnership,Email,10436.27778073685,0.6002876736047293,High Priority
Lead_805,54,Other,Quebec,Full-time,Married,Investment,Branch Walk-in,Branch,10511.396114150879,0.6046084295828237,High Priority
Lead_806,58,Male,British Columbia,Full-time,Married,Credit Card,Branch Walk-in,Call,9203.286056154626,0.5293668194962363,Medium Priority
Lead_807,53,Male,Nova Scotia,Full-time,Married,Credit Card,Online Ad,Website,17383.434714228875,0.999883464497759,Very High Priority
Lead_808,68,Male,Manitoba,Full-time,Married,Chequing Account,Branch Walk-in,Website,4387.254870299129,0.2523519472109085,Low Priority
Lead_809,58,Male,British Columbia,Full-time,Single,Mortgage,Referral,Website,11034.573992870477,0.6347012690315521,High Priority
Lead_810,52,Male,Manitoba,Full-time,Married,Credit Card,Referral,Email,13444.64592246152,0.7733269842750305,Very High Priority
Lead_811,53,Male,Ontario,Full-time,Married,Chequing Account,Online Ad,Website,4776.661469024637,0.2747503526717836,Low Priority
Lead_812,53,Other,Ontario,Full-time,Single,Chequing Account,Online Ad,Website,7043.220140088624,0.4051212818792241,Lower-Medium Priority
Lead_813,63,Female,Nova Scotia,Full-time,Married,Chequing Account,Online Ad,Branch,12289.763423991055,0.7068989202795257,High Priority
Lead_814,62,Female,Unknown,Part-time,Divorced,Mortgage,Social Media,Website,15596.126000456692,0.8970786702650768,Very High Priority
Lead_815,58,Male,Ontario,Full-time,Single,Credit Card,Online Ad,Call,4791.89959549592,0.27562683945008926,Low Priority
Lead_816,55,Female,Quebec,Self-employed,Divorced,Credit Card,Online Ad,Email,5520.905658364249,0.3175587775143207,Lower-Medium Priority
Lead_817,59,Male,Ontario,Full-time,Single,Chequing Account,Social Media,Website,9050.367117498992,0.5205710250698816,Medium Priority
Lead_818,67,Male,Manitoba,Full-time,Divorced,Credit Card,Social Media,Branch,10650.967387865112,0.612636475305659,High Priority
Lead_819,54,Female,Quebec,Full-time,Single,Mortgage,Branch Walk-in,Email,5821.184676993657,0.3348306245571494,Lower-Medium Priority
Lead_820,60,Female,Ontario,Full-time,Single,Chequing Account,Referral,Website,9353.600777708061,0.5380128211076923,Medium Priority
Lead_821,52,Male,Quebec,Full-time,Single,Chequing Account,Online Ad,Email,13436.050615863363,0.7728325880247457,Very High Priority
Lead_822,59,Female,Unknown,Part-time,Single,Mortgage,Online Ad,Email,8140.117577020801,0.46821408416303956,Medium Priority
Lead_823,56,Female,Ontario,Full-time,Divorced,Credit Card,Branch Walk-in,Call,16500.123527799657,0.9490759995844218,Very High Priority
Lead_824,58,Male,Ontario,Full-time,Married,Mortgage,Social Media,Email,16819.77404150542,0.9674620819856744,Very High Priority
Lead_825,66,Male,British Columbia,Part-time,Married,Investment,Branch Walk-in,Email,11268.248280091353,0.6481420567533943,High Priority
Lead_826,63,Female,British Columbia,Self-employed,Married,Credit Card,Branch Walk-in,Website,9682.973132905974,0.5569580972880956,Medium Priority
Lead_827,62,Female,Manitoba,Part-time,Single,Chequing Account,Online Ad,Email,7844.018851025507,0.45118268473889644,Medium Priority
Lead_828,68,Female,British Columbia,Full-time,Married,Mortgage,Partnership,Website,16139.459293552789,0.9283308355827409,Very High Priority
Lead_829,61,Male,Ontario,Part-time,Single,Credit Card,Partnership,Website,5827.130982979066,0.33517265207515123,Lower-Medium Priority
Lead_830,54,Male,Quebec,Full-time,Single,Chequing Account,Online Ad,Call,6883.596346868929,0.39593982873117956,Lower-Medium Priority
Lead_831,60,Male,Ontario,Full-time,Single,Credit Card,Branch Walk-in,Website,15491.005148701259,0.8910321896257736,Very High Priority
Lead_832,52,Female,Ontario,Full-time,Single,Mortgage,Online Ad,Website,6001.295965223137,0.3451905046286428,Lower-Medium Priority
Lead_833,65,Male,Ontario,Full-time,Married,Chequing Account,Online Ad,Email,6474.089937578615,0.372385295695192,Lower-Medium Priority
Lead_834,61,Male,Ontario,Full-time,Married,Chequing Account,Referral,Email,12941.757454983392,0.744401178104722,High Priority
Lead_835,52,Male,Alberta,Unemployed,Married,Chequing Account,Referral,Website,15340.012804191016,0.8823472115979294,Very High Priority
Lead_836,54,Male,British Columbia,Self-employed,Single,Mortgage,Referral,Email,11779.730736567597,0.6775621833865203,High Priority
Lead_837,58,Female,Quebec,Unemployed,Married,Investment,Partnership,Call,6643.380962891787,0.3821228015265315,Lower-Medium Priority
Lead_838,66,Male,Unknown,Self-employed,Married,Credit Card,Branch Walk-in,Email,6687.6418994556625,0.38466866080698653,Lower-Medium Priority
Lead_839,63,Male,British Columbia,Self-employed,Married,Mortgage,Referral,Email,11651.841508275433,0.6702060810535305,High Priority
Lead_840,68,Female,Ontario,Full-time,Married,Credit Card,Branch Walk-in,Email,13906.033276686649,0.7998656743441721,Very High Priority
Lead_841,53,Male,British Columbia,Student,Single,Chequing Account,Referral,Website,6073.85191672114,0.3493638741235892,Lower-Medium Priority
Lead_842,62,Female,Ontario,Full-time,Divorced,Credit Card,Branch Walk-in,Email,4715.0890630586155,0.27120874932314415,Low Priority
Lead_843,61,Female,British Columbia,Unemployed,Single,Investment,Partnership,Call,11174.56570075982,0.6427534978451582,High Priority
Lead_844,56,Male,Quebec,Part-time,Single,Chequing Account,Referral,Email,6801.265174117366,0.3912041950891345,Lower-Medium Priority
Lead_845,66,Male,Manitoba,Student,Single,Investment,Social Media,Call,5623.668451790513,0.32346962422566805,Lower-Medium Priority
Lead_846,61,Female,Quebec,Part-time,Married,Chequing Account,Branch Walk-in,Email,8396.037373072302,0.4829344185800395,Medium Priority
Lead_847,53,Female,Manitoba,Student,Married,Mortgage,Online Ad,Call,9915.197359682968,0.5703154785091977,Medium Priority
Lead_848,58,Female,British Columbia,Student,Married,Credit Card,Branch Walk-in,Website,10964.234784083978,0.6306554050853488,High Priority
Lead_849,63,Female,Ontario,Full-time,Married,Credit Card,Referral,Website,6362.679394878128,0.3659770362661302,Lower-Medium Priority
Lead_850,60,Female,Ontario,Student,Married,Credit Card,Branch Walk-in,Website,14381.12905964897,0.8271928640075479,Very High Priority
Lead_851,54,Female,Ontario,Student,Single,Chequing Account,Online Ad,Email,17373.456173421015,0.9993095055467452,Very High Priority
Lead_852,52,Male,Alberta,Part-time,Married,Chequing Account,Partnership,Email,16880.73363302628,0.970968436659895,Very High Priority
Lead_853,67,Other,Manitoba,Part-time,Married,Mortgage,Referral,Call,17108.68150574149,0.9840798448736479,Very High Priority
Lead_854,62,Female,Quebec,Student,Married,Mortgage,Partnership,Website,15170.734015468794,0.8726104096070653,Very High Priority
Lead_855,56,Male,Nova Scotia,Self-employed,Single,Chequing Account,Partnership,Branch,10873.206478863867,0.62541951823749,High Priority
Lead_856,65,Female,Ontario,Student,Married,Credit Card,Online Ad,Call,6907.915048835004,0.3973386241000847,Lower-Medium Priority
Lead_857,66,Male,Manitoba,Self-employed,Single,Credit Card,Referral,Call,16607.673433373166,0.955262197764418,Very High Priority
Lead_858,52,Male,Quebec,Part-time,Married,Credit Card,Online Ad,Branch,5251.705237013216,0.3020745504688793,Lower-Medium Priority
Lead_859,61,Female,Nova Scotia,Unknown,Widowed,Chequing Account,Branch Walk-in,Website,10962.982579929929,0.6305833791452288,High Priority
Lead_860,52,Male,British Columbia,Self-employed,Divorced,Mortgage,Partnership,Website,16751.053472599782,0.9635093211159607,Very High Priority
Lead_861,58,Male,Ontario,Full-time,Single,Chequing Account,Referral,Call,12191.566972585371,0.7012507264877353,High Priority
Lead_862,56,Female,Quebec,Full-time,Married,Credit Card,Referral,Email,10432.178387980082,0.6000518792925376,High Priority
